X,Y,OBJECTID,LRSDate,RouteIdentifier,Location,DirectionOfTravel,StateRouteNumber,RelatedRouteType,RelatedRouteQualifier,SingleUnitTruckPct,DoubleUnitTruckPct,TripleUnitTruckPct,AADT,AccumulatedRouteMile,GlobalID,ReportingYear
-120.02485236027,47.8360756892003,5691,2022/12/31 08:00:00+00,097AR,EAST OF MILEPOST 233.61: W PETERSON PL INTERSECTION,Bothways,097,AR,,5.46999979,2.58999991,0.0500000007,4300,33.7700005,{6AF58E26-B3FC-4FCC-A6AA-79E7306C442A},2022
-118.285003180574,46.0835332290992,5692,2022/12/31 08:00:00+00,012P133947,"P1 RAMP (SR 12 EB TO AIRPORT RD)  AFTER MILEPOST 0.00: SR 12 EB INTERSECTION; BEGIN ROUTE",East,012,P1,33947,6.11999989,1.61000001,0.270000011,1500,0.230000004,{E8EB7BE0-CB8B-4EA9-9B26-A29346AB0AED},2022
-121.394880029031,47.3959051569996,5693,2022/12/31 08:00:00+00,090S505443,S5 RAMP (ROCKY RUN RD TO SR 90 WB)  AFTER MILEPOST 0.02: ROCKY RUN RD WYE CONNECTION,Southwest,090,S5,05443,10.4899998,11.8900003,0.349999994,290,0.119999997,{968C5247-FC69-4860-AB96-5AFEA9836CC8},2022
-123.802397628558,46.9685854103429,5694,2022/12/31 08:00:00+00,105,SOUTH OF MILEPOST 48.59: W MARION ST INTERSECTION,Bothways,105,,,,,,16000,48.3899994,{97F9F178-1556-4387-9A23-242FF30AA81D},2022
-122.312341799164,47.2895536323527,5695,2022/12/31 08:00:00+00,005S114150,"S1 RAMP (SR 18 EB TO SR 5 SB)  AFTER MILEPOST 0.00: SR 18 EB INTERSECTION; BEGIN ROUTE",Southeast,005,S1,14150,,,,20000,0.0199999996,{7DAC6A5E-B93F-4107-9532-1755D3BAD90F},2022
-119.656805968047,47.9986202589984,5696,2022/12/31 08:00:00+00,017,"SOUTH OF MILEPOST 135.84: CHIEF JOSEPH DAM ENTRANCE/EXIT; SR 173 INTERSECTION",Bothways,017,,,7.96999979,13.04,2.97000003,1400,128.210007,{9A16F2D7-BF1D-4C23-BDD6-3FC91A7D064F},2022
-122.281549948975,48.1379331644901,5697,2022/12/31 08:00:00+00,531,"NORTH OF MILEPOST 0.09: 156TH ST NW, ROSE RD INTERSECTION",Bothways,531,,,4.98999977,0.939999998,0.270000011,1500,0.100000001,{12711B64-BE2C-4319-BA0E-1FE15062BFA5},2022
-122.172082617875,48.1522863952483,5698,2022/12/31 08:00:00+00,531,EAST OF MILEPOST 7.12: 43RD AVE NE INTERSECTION,Bothways,531,,,6.78000021,2.4000001,0.519999981,23000,7.13000011,{F7D1012E-632E-4F5B-90A9-2B727570BE77},2022
-122.465873788171,47.1798318302805,5699,2022/12/31 08:00:00+00,005S112848,"S1 RAMP (S 84TH ST TO SR 5 SB)  AFTER MILEPOST 0.00: LX12892-84TH ST INTERSECTION; BEGIN ROUTE",South,005,S1,12848,,,,4000,0.0900000036,{B2778059-3805-40FD-A3CE-D68684D32202},2022
-122.301626845138,47.6442645716415,5700,2022/12/31 08:00:00+00,520Q500119,Q5 RAMP (SR 513 TO SR 520 EB)  AFTER MILEPOST 0.30: P100085-TRANSIT STATION ON RAMP,East,520,Q5,00119,,,,5700,0.330000013,{F2E4EFF9-FEBF-47A5-BA72-DAD8E0BAD217},2022
-122.211524993285,47.9138895338894,5701,2022/12/31 08:00:00+00,099,"SOUTHEAST OF MILEPOST 55.22: CONN TO S BROADWAY, S BROADWAY INTERSECTION",Bothways,099,,,,,,38000,48.7900009,{C4507743-3F24-4DC0-90FB-4B5747204DD6},2022
-120.653844543276,47.599081718756,5702,2022/12/31 08:00:00+00,002,EAST OF MILEPOST 100.30: CHUMSTICK HWY WYE CONNECTION,Bothways,002,,,,,,15000,100.370003,{F92AFFEB-FDF9-429F-947A-DC71457730CA},2022
-122.626092706297,47.3891964563543,5703,2022/12/31 08:00:00+00,302SPPURDY,NORTH OF MILEPOST 16.14: 144TH ST NW INTERSECTION,Bothways,302,SP,PURDY,4.26999998,0.769999981,0.00999999978,9700,0.300000012,{964B4C69-1753-407E-BFC3-75CC5FBB833D},2022
-122.816441744797,47.0500747902943,5704,2022/12/31 08:00:00+00,005Q110952,Q1 RAMP (MARTIN WAY TO SR 5 NB)  AFTER MILEPOST 0.01: MARTIN WAY WYE CONNECTION,Northeast,005,Q1,10952,,,,8900,0.0700000003,{E56FA548-BC0C-4698-8CE1-A37CDEE7F8CF},2022
-122.061281506332,47.548429575426,5705,2022/12/31 08:00:00+00,090,AT MILEPOST 15.82: SR 900 UNDERCROSSING,Bothways,090,,,,,,79000,13.8900003,{ECED9461-8F21-4B9D-9CFD-5F269165F560},2022
-122.036300406699,47.1578965905849,5706,2022/12/31 08:00:00+00,165,"SOUTH OF MILEPOST 21.17: SR 410 INTERSECTION; END ROUTE",Bothways,165,,,,,,9000,21.1700001,{432AFB14-729F-469F-B665-16FBC9890ACE},2022
-122.626910352857,47.5635247597255,5707,2022/12/31 08:00:00+00,304,SOUTHEAST OF MILEPOST 3.01: 1ST ST INTERSECTION,Southeast,304,,,,,,1100,3.00999999,{D6D80A77-BDB1-436F-B68A-61D522A50C0F},2022
-122.318636007578,47.7760443648889,5708,2022/12/31 08:00:00+00,005S117717,S1 RAMP (236TH ST SW TO SR 5 SB)  AFTER MILEPOST 0.59: S517717 ON RAMP,South,005,S1,17717,,,,6700,0.610000014,{87AB8D31-B081-457B-BE7E-075CB89C56E3},2022
-117.364025814261,47.653658149852,5709,2022/12/31 08:00:00+00,090P128344,"P1 RAMP (SR 90 EB TO 3RD AVE)  AFTER MILEPOST 0.00: SR 90 EB INTERSECTION; BEGIN ROUTE",East,090,P1,28344,3.92000008,4.01000023,0.920000017,10000,0.119999997,{8D5DA8AF-B824-470F-8998-F2F82F991D7F},2022
-119.602866214764,45.9369760783151,5710,2022/12/31 08:00:00+00,014,"NORTHWEST OF MILEPOST 167.25: KENT RD, SR 221 INTERSECTION",Bothways,014,,,5.94999981,25.7800007,4.8499999,2900,167.149994,{D8DB19C7-0472-427C-88C5-33E5FEEA6B1F},2022
-119.126745948127,46.2457893397625,5711,2022/12/31 08:00:00+00,182Q101240,"Q1 RAMP (SR 395 NB TO CI01175)  AFTER MILEPOST 0.00: SR 395 NB INTERSECTION; BEGIN ROUTE",North,182,Q1,01240,,,,15000,0.0700000003,{E471A385-DF02-4B1C-92AA-BF9564C9E3BE},2022
-122.560013868073,47.1170981918774,5712,2022/12/31 08:00:00+00,005CD12397,COLLECTOR-DISTRIBUTOR  AFTER MILEPOST 1.32: LX12266 INTERSECTION,Southwest,005,CD,12397,,,,6400,1.47000003,{2E2C36F4-0D5E-45C6-AB13-843B9CD7171B},2022
-123.012427460154,47.0563166427373,5713,2022/12/31 08:00:00+00,101,"AT MILEPOST 361.52: SR 8 UNDERCROSSING; END PHYSICAL GAP",Bothways,101,,,3.38000011,2.42000008,0.25,20000,359.670013,{68E6EF7F-9B3E-48AA-AC86-22DAA2533501},2022
-119.117726996427,46.9701775595336,5714,2022/12/31 08:00:00+00,170,"EAST OF MILEPOST 0.00: SR 17 INTERSECTION; BEGIN ROUTE",Bothways,170,,,6.05999994,7.55000019,0.610000014,3300,0.00999999978,{5A6207B8-F983-4FD9-BB91-BA0AC7FD114C},2022
-122.887967293982,46.4395114511952,5715,2022/12/31 08:00:00+00,005LX06091,"LATERAL CROSSING (TOLEDO VADER RD)  EAST OF MILEPOST 0.00: BOTHWAYS MISCELLANEOUS FEATURE SR 5 OXING EPS-SR 506; BEGIN ROUTE",Bothways,005,LX,06091,7.32999992,2.16000009,0.289999992,1400,0.00999999978,{A257D831-8C9B-4F4D-B896-A2821B9CA3DD},2022
-117.06910572741,47.7240791551151,5716,2022/12/31 08:00:00+00,290,SOUTHEAST OF MILEPOST 16.89: STARR RD INTERSECTION,Bothways,290,,,,,,13000,16.8299999,{DC685BCE-A2E8-488A-B909-A131D7B4B845},2022
-120.245956402495,46.3277007908185,5717,2022/12/31 08:00:00+00,223,"EAST OF MILEPOST 0.00: SR 22 INTERSECTION; BEGIN ROUTE",Bothways,223,,,3.19000006,8.05000019,0.600000024,4800,0.00999999978,{43A03237-66F5-4CE9-9D90-40539AB1C124},2022
-122.887619154821,46.5845124159569,5718,2022/12/31 08:00:00+00,005Q107151,"Q1 RAMP (SR 508 TO SR 5 NB)  AFTER MILEPOST 0.00: SR 508 INTERSECTION; BEGIN ROUTE",West,005,Q1,07151,3.29999995,3.29999995,0.439999998,3700,0.109999999,{EB0F4E38-387A-4A92-9687-35E41D750B80},2022
-117.110501100642,47.6721118369342,5719,2022/12/31 08:00:00+00,090S129559,"S1 RAMP (HARVARD RD TO SR 90 WB)  AFTER MILEPOST 0.00: LX29619 INTERSECTION; BEGIN ROUTE",South,090,S1,29559,4.11000013,1.07000005,0.0399999991,2500,0.129999995,{FFB446B3-BDCC-4FD6-80E0-76A676144416},2022
-122.627541540327,47.5348235597609,5720,2022/12/31 08:00:00+00,166,NORTH OF MILEPOST 3.92: BETHEL AVE SB ROUNDABOUT,Bothways,166,,,,,,14000,3.8900001,{88D52104-6C7F-428E-8312-0B3446F91450},2022
-120.089605411717,47.8396888622584,5721,2022/12/31 08:00:00+00,097AR,EAST OF MILEPOST 230.46: SR 971-SO LK SHORE RD WYE CONNECTION,Bothways,097,AR,,4.01000023,2.26999998,0.189999998,6300,30.6399994,{EAC323DD-57BE-40E0-9E87-543830F0726D},2022
-122.256106473054,47.8505176357573,5722,2022/12/31 08:00:00+00,005Q118447,"Q1 RAMP (164TH ST SW TO SR 5 NB)  AFTER MILEPOST 0.00: LX18390-164TH ST SW INTERSECTION; BEGIN ROUTE",North,005,Q1,18447,,,,5000,0.0500000007,{96BF53DD-530B-4CC3-AE11-2B3F7A01F812},2022
-122.295483896943,47.4996233802878,5723,2022/12/31 08:00:00+00,099P502304,"P5 RAMP (SR 99 NB TO LX02297)  AFTER MILEPOST 0.00: SR 99 NB INTERSECTION; BEGIN ROUTE",Southeast,099,P5,02304,,,,1500,0.119999997,{E706AD7C-72E0-4D78-B02D-17DB3545936B},2022
-117.376314891873,47.7761571290385,5724,2022/12/31 08:00:00+00,395R116646S,"R1 RAMP (SR 395 NSC TO SHADY SLP)  AFTER MILEPOST 0.00: SR 395 NSC SB INTERSECTION; BEGIN ROUTE",East,395,R1,16646S,,,,1200,0.360000014,{A7A17EEF-71AD-4408-9FD4-F3F5F0FA6354},2022
-122.331358749776,47.7091949773833,5725,2022/12/31 08:00:00+00,005R117294,"R1 RAMP (CD17308 TO NE NOGATE WAY)  AFTER MILEPOST 0.00: CD17308 INTERSECTION; BEGIN ROUTE",South,005,R1,17294,,,,7400,0.159999996,{728BFBEE-82F8-4241-94FD-00CDF2570F97},2022
-122.248581261558,47.4649321242586,5726,2022/12/31 08:00:00+00,405R500104,"R5 RAMP (SR 405 SB TO INTRURBN AV)  AFTER MILEPOST 0.00: SR 405 SB INTERSECTION; BEGIN ROUTE",Northwest,405,R5,00104,,,,8900,0.230000004,{BD4DD19D-8438-4041-8992-4B7B90595D64},2022
-123.730739542262,46.682191647699,5727,2022/12/31 08:00:00+00,101,SOUTHEAST OF MILEPOST 58.48: SR 6 EB ROUNDABOUT,Bothways,101,,,3.61999989,2.17000008,0.0299999993,10000,58.4700012,{659449CE-ED56-4A6F-8457-A580A655530A},2022
-123.161405811179,47.3337329775053,5728,2022/12/31 08:00:00+00,101,SOUTHWEST OF MILEPOST 337.00: SR 106 INTERSECTION,Bothways,101,,,,,,6700,336.040009,{EE8EF23E-66D5-411B-A7A4-085C84808F8B},2022
-122.905049103673,46.1845705194894,5729,2022/12/31 08:00:00+00,411,"SOUTH OF MILEPOST 4.58: LEXINGTON BRIDGE DR, SPARKS DR INTERSECTION",Bothways,411,,,,,,13000,4.57000017,{C0A63FDE-870F-4C72-A29F-6348935F9476},2022
-122.763431071264,47.0643661278475,5730,2022/12/31 08:00:00+00,005R111225,"R1 RAMP (SR 5 SB TO MARVIN RD)  AFTER MILEPOST 0.00: SR 5 SB INTERSECTION; BEGIN ROUTE",West,005,R1,11225,,,,7200,0.219999999,{7F49EFB3-EB7C-4C09-8C8E-BADB1702833B},2022
-117.073227979548,47.2267925612248,5731,2022/12/31 08:00:00+00,027,"WEST OF MILEPOST 48.50: CROSBY ST, SR 274 INTERSECTION",Bothways,027,,,,,,1000,50.8100014,{053ABAE7-92A8-4D4B-8100-E0AF570B9DE5},2022
-122.973841601304,46.7117846904329,5732,2022/12/31 08:00:00+00,507,EAST OF MILEPOST 0.07: ELLSBURY ST INTERSECTION,Bothways,507,,,2.50999999,0.409999996,0,12000,0.439999998,{AB41758A-D4B5-436D-814C-C4FA6F571C4D},2022
-120.299917873535,47.4103251635987,5733,2022/12/31 08:00:00+00,285P100039,"P1 RAMP (SR 285 NB TO WENAT AVE)  AFTER MILEPOST 0.00: SR 285 NB INTERSECTION; BEGIN ROUTE",Northwest,285,P1,00039,,,,6100,0.100000001,{1CB6900C-40EA-46D4-BBB7-D09B93AB5CC6},2022
-118.863550856294,47.0867652694221,5734,2022/12/31 08:00:00+00,090,EAST OF MILEPOST 197.45: DEAL RD ON RAMP,Bothways,090,,,,,,12000,195.740005,{C1E2CBB4-DCE8-4938-8393-D53D0603C899},2022
-122.64330387704,47.0894416755727,5735,2022/12/31 08:00:00+00,005R111840,"R1 RAMP (SR 5 SB TO CENTER DR)  AFTER MILEPOST 0.00: SR 5 SB INTERSECTION; BEGIN ROUTE",West,005,R1,11840,,,,4400,0.349999994,{5C60FC07-5C42-4939-948D-C862D73A3E07},2022
-121.887067389198,47.5687669711724,5736,2022/12/31 08:00:00+00,202,SOUTH OF MILEPOST 21.84: SR 203 SB ROUNDABOUT,Bothways,202,,,,,,12000,21.7600002,{815B817B-718D-4456-8D74-31ED7C23DACC},2022
-123.825965805866,46.9716111612878,5737,2022/12/31 08:00:00+00,101,NORTHWEST OF MILEPOST 84.37: W MARKET ST INTERSECTION,Northwest,101,,,,,,12000,84.1299973,{E129FFBD-EE44-481E-BCF4-D81C16826D30},2022
-118.876931671269,47.0877544862494,5738,2022/12/31 08:00:00+00,090S119643,"S1 RAMP (DEAL RD TO SR 90 WB)  AFTER MILEPOST 0.00: LX19691-DEAL RD INTERSECTION; BEGIN ROUTE",West,090,S1,19643,9.46000004,17.5699997,2.70000005,70,0.100000001,{1CD39805-A807-4E3B-8434-94E70B24F121},2022
-122.25419809988,48.8383579604847,5739,2022/12/31 08:00:00+00,542,AT MILEPOST 11.67: MCCAULEY CREEK BRIDGE,Bothways,542,,,4.11000013,3.6400001,0.730000019,8200,11.6700001,{0F47A436-E5C5-48CC-B3D2-36D177F67950},2022
-122.141939297369,47.5776168498221,5740,2022/12/31 08:00:00+00,090P101125,"P1 RAMP (CI01089 TO 150TH AVE SE)  AFTER MILEPOST 0.00: CI01089-EASTGATE CD INTERSECTION; BEGIN ROUTE",Southeast,090,P1,01125,,,,7400,0.289999992,{2EE567FE-FDCB-4434-9155-3E49119C7C04},2022
-117.741386391228,48.0570927667896,5741,2022/12/31 08:00:00+00,231,NORTH OF MILEPOST 62.16: W SCHOOL AVE INTERSECTION,Bothways,231,,,,,,2100,61.9799995,{12096FE8-A55E-4ED6-BE9B-CF22027084EC},2022
-123.286226736788,47.0541322135589,5742,2022/12/31 08:00:00+00,008,"EAST OF MILEPOST 6.03: MEDIAN XROAD, SR 108 INTERSECTION",Bothways,008,,,,,,17000,6.03999996,{F363B43F-D732-45A2-847B-CA08672292AB},2022
-120.473505058227,46.5394992442628,5743,2022/12/31 08:00:00+00,097,NORTHWEST OF MILEPOST 76.17: UNION GAP OFF RAMP,Northeast,097,,,3.08999991,4.80000019,0.790000021,9000,75.75,{68738155-5A01-4532-9FCB-DD54B46EB40D},2022
-122.206254975848,47.1977792718463,5744,2022/12/31 08:00:00+00,410Q101192,"Q1 RAMP (166TH AVE E TO SR 410 EB)  AFTER MILEPOST 0.00: LX01146-166TH AVE E INTERSECTION; BEGIN ROUTE",East,410,Q1,01192,,,,5500,0.0900000036,{98CD50FC-4351-4B84-B205-D98A0D7C2566},2022
-122.474954039248,45.5847503534679,5745,2022/12/31 08:00:00+00,014P100978,"P1 RAMP (SR 14 EB TO SE 192ND AVE)  AFTER MILEPOST 0.00: SR 14 EB INTERSECTION; BEGIN ROUTE",East,014,P1,00978,,,,10000,0.239999995,{79F1D9B0-92D8-4E7E-A58E-1C469E28A199},2022
-122.245156550036,47.3524027648559,5746,2022/12/31 08:00:00+00,167S101743,"S1 RAMP (S 277TH ST TO SR 167 SB)  AFTER MILEPOST 0.00: LX01793-S 277TH ST INTERSECTION; BEGIN ROUTE",South,167,S1,01743,,,,8100,0.100000001,{F7243058-4A71-49BB-9C73-ACA91643FCBE},2022
-117.684129413392,47.5086902938778,5747,2022/12/31 08:00:00+00,090,NORTHWEST OF MILEPOST 264.74: SALNAVE RD ON RAMP,Bothways,090,,,,,,22000,262.459991,{61F02CF1-E471-4809-8625-C7EE784065A5},2022
-123.856432937818,46.4287972709268,5748,2022/12/31 08:00:00+00,004,SOUTHEAST OF MILEPOST 0.06: SR 101 WYE CONNECTION,Bothways,004,,,7.44999981,5.80999994,0.50999999,1800,0.0700000003,{C75A5070-9C1E-481A-87E5-D9401A9BB0D2},2022
-122.230808322958,47.1930351742147,5749,2022/12/31 08:00:00+00,410S101012,"S1 RAMP (VALLEY AVE TO SR 410 WB)  AFTER MILEPOST 0.00: LX01040-VALLEY AVE INTERSECTION; BEGIN ROUTE",Southwest,410,S1,01012,,,,7800,0.0700000003,{F75BF9B2-D2FA-43AD-A9FC-9BA78BA19371},2022
-122.361800489961,48.4276662651598,5750,2022/12/31 08:00:00+00,536,SOUTHEAST OF MILEPOST 3.63: SUNSET LN INTERSECTION,Bothways,536,,,,,,11000,3.6400001,{F0DAD00C-7EEA-4CE6-A5A3-1F63AADBE72B},2022
-123.811960974371,46.3654720363585,5751,2022/12/31 08:00:00+00,401,"SOUTHEAST OF MILEPOST 11.27: PARPALA RD, S VALLEY RD INTERSECTION",Bothways,401,,,6.78999996,4.46000004,0.439999998,2500,11.2600002,{9ECD1C85-587A-4B50-90B8-CAB3A91619F1},2022
-117.452241277782,47.6475798959676,5752,2022/12/31 08:00:00+00,090R127955,"R1 RAMP (SR 90 WB TO SR 195 SB)  AFTER MILEPOST 0.00: SR 90 WB INTERSECTION; BEGIN ROUTE",South,090,R1,27955,,,,8600,0.239999995,{8E6670D4-5E4A-4031-A9D9-47B19C8AECA6},2022
-121.97591185885,47.4334080234217,5753,2022/12/31 08:00:00+00,018Q502073,"Q5 RAMP (276TH AVE SE TO SR 18 EB)  AFTER MILEPOST 0.00: LX02034 INTERSECTION; BEGIN ROUTE",West,018,Q5,02073,8.43999958,4.17000008,0.550000012,910,0.150000006,{210EC4EA-2174-41CA-A7D7-ED7F2DDD1EDE},2022
-123.600900171787,46.9756350053869,5754,2022/12/31 08:00:00+00,107,"AT MILEPOST 7.97: SR 12 UNDERCROSSING; END ROUTE",Bothways,107,,,4.53000021,2.28999996,0.280000001,6500,7.92999983,{ACC160A0-94C7-4657-BF41-73E05431DEA4},2022
-122.336678889213,48.3420655823905,5755,2022/12/31 08:00:00+00,005R122136,"R1 RAMP (SR 5 SB TO PIONEER HWY)  AFTER MILEPOST 0.00: SR 5 SB INTERSECTION; BEGIN ROUTE",South,005,R1,22136,4.26999998,1.66999996,0.230000004,5600,0.219999999,{A6D8B763-B7D3-4676-A587-C4405FBDFC23},2022
-117.131362512732,47.8858513381691,5756,2022/12/31 08:00:00+00,206,"SOUTHEAST OF MILEPOST 15.39: MT SPOKANE STATE PARK ENTRANCE/EXIT; END ROUTE",Bothways,206,,,7.69000006,1.91999996,0,210,15.29,{1A3916A6-74EA-41CB-B8B9-F060E348AA9D},2022
-119.138060967318,46.2169097940149,5757,2022/12/31 08:00:00+00,240,"AT MILEPOST 43.17: SR 395 UNDERCROSSING; END ROUTE",Bothways,240,,,,,,26000,41.3100014,{B436ACB1-3D74-45E8-B9E1-5FCA9CC1474D},2022
-122.909100518462,46.1445772466905,5758,2022/12/31 08:00:00+00,004,"EAST OF MILEPOST 61.68: 4TH AVE S, ALLEN ST INTERSECTION",Bothways,004,,,2.18000007,0.439999998,0,17000,61.6800003,{5F8D9A83-C363-4D4E-9C85-F47F4E02E022},2022
-123.343250874941,48.1042263505652,5759,2022/12/31 08:00:00+00,101,NORTHWEST OF MILEPOST 253.10: EXIT TO DEER PARK RD,Bothways,101,,,,,,25000,252.339996,{8E4211F4-9B69-4FD0-97E8-87A317111DD1},2022
-122.426517178349,45.5797936191417,5760,2022/12/31 08:00:00+00,014,"SOUTHEAST OF MILEPOST 12.49: NW 6TH AVE OFF RAMP; SW 6TH AVE ON RAMP",Bothways,014,,,3.8900001,4.36999989,0.49000001,29000,12.5100002,{F7218861-AFE1-4028-9B28-EB0117B69B0A},2022
-119.191105911826,46.2286123327251,5761,2022/12/31 08:00:00+00,240,AT MILEPOST 40.48: EDISON ST UNDERCROSSING,Bothways,240,,,,,,32000,38.6199989,{9EDCD5A1-3106-44A3-BBB1-EE33A7992001},2022
-118.910235782792,46.2151232277396,5762,2022/12/31 08:00:00+00,124,WEST OF MILEPOST 5.08: MONUMENT DR INTERSECTION,Bothways,124,,,7.57999992,5.98000002,2.11999989,3800,5.11000013,{E015A852-3D59-4C0E-9A18-01B0BA2BA9B2},2022
-122.270156294774,47.4968903511155,5763,2022/12/31 08:00:00+00,900,SOUTHEAST OF MILEPOST 6.85: SR 5 NBCD LANE OFF RAMP,Bothways,900,,,,,,28000,0.930000007,{09D3D7B3-39FA-4101-B1A5-A4FC7089CF69},2022
-120.314223174995,46.4144948355576,5764,2022/12/31 08:00:00+00,022,SOUTH OF MILEPOST 0.84: ON RAMP WYE CONNECTION,Bothways,022,,,3.07999992,4.51000023,0.649999976,9100,0.150000006,{10FB1251-4FDC-472E-A842-12AFF333235A},2022
-122.614654247527,45.6161632441584,5765,2022/12/31 08:00:00+00,014S100263,"S1 RAMP (SE CLMBA WY TO SR 14 WB)  AFTER MILEPOST 0.00: LX00299-SE COLUMBIA WAY INTERSECTION; BEGIN ROUTE",West,014,S1,00263,3.88000011,0.469999999,0,1300,0.0599999987,{37098525-8BBF-4527-A098-5DE1AA104B51},2022
-123.185526606634,46.8301301271176,5766,2022/12/31 08:00:00+00,012,AT MILEPOST 37.62: BLACK RIVER BRIDGE,Bothways,012,,,7.05000019,7.53999996,1.41999996,7400,37.3199997,{6DE67B48-E341-474B-8B02-F84678AC5FE7},2022
-122.87565955369,47.8239963634228,5767,2022/12/31 08:00:00+00,101,SOUTH OF MILEPOST 294.63: BOWEN ST INTERSECTION,Bothways,101,,,,,,4900,293.679993,{7C3B513A-ACCD-4F93-A7DC-0DD7E221EB91},2022
-120.508313167636,46.9666385418618,5768,2022/12/31 08:00:00+00,090Q111147,"Q1 RAMP (SR 82 WB TO SR 90 EB)  AFTER MILEPOST 0.00: SR 82 WB INTERSECTION; BEGIN ROUTE",North,090,Q1,11147,5.63999987,15.8999996,13.0100002,1600,0.170000002,{D52F1757-67F6-4780-87C1-8F28D37886E1},2022
-122.88402945196,46.1069652067566,5769,2022/12/31 08:00:00+00,005R303748,"R3 RAMP (S503666 T0 R203748)  AFTER MILEPOST 0.00: S503666 INTERSECTION; BEGIN ROUTE",West,005,R3,03748,,,,1800,0.170000002,{69239F85-69E2-4134-8B0F-6D398B6D3BE9},2022
-120.833302660526,45.8231072204465,5770,2022/12/31 08:00:00+00,142,AT MILEPOST 33.77: RIGHT MISCELLANEOUS FEATURE SGN ENT GOLDENDALE,Bothways,142,,,,,,2100,33.7200012,{F3F547CD-5485-4DD1-846A-6B50C37A8147},2022
-117.141567828572,47.4501234368316,5771,2022/12/31 08:00:00+00,027,NORTH OF MILEPOST 68.95: SR 278-EMMA ST INTERSECTION,Bothways,027,,,4.42000008,2.73000002,1.02999997,4800,71.2600021,{610351C2-E41F-41A8-A75A-DDF09BC26F5E},2022
-122.910426388845,46.2309551497153,5772,2022/12/31 08:00:00+00,411,AT MILEPOST 7.97: PERMANENT RECORDER S819,Bothways,411,,,3.80999994,1.13999999,0.109999999,3800,7.96999979,{4A7787B5-32B9-4072-9542-CB0ADE430433},2022
-120.829128172842,45.6941286134311,5773,2022/12/31 08:00:00+00,014,NORTHWEST OF MILEPOST 100.66: SR 14 SPMARYHL (SPUR) INTERSECTION,Bothways,014,,,6.76999998,13.1499996,1.74000001,520,100.559998,{B16BF7CC-555A-4A29-BBDC-4C4694734C41},2022
-122.59963006849,45.6487001925902,5774,2022/12/31 08:00:00+00,500Q100333,Q1 RAMP (NE ANDRESEN RD TO SR 500)  AFTER MILEPOST 0.07: LX00310 WYE CONNECTION,Northeast,500,Q1,00333,,,,9100,0.100000001,{D3572803-99F3-42EF-87A4-6AA7CA6BACE8},2022
-122.5909818674,47.1037072450319,5775,2022/12/31 08:00:00+00,005CD12139,COLLECTOR-DISTRIBUTOR  AFTER MILEPOST 0.55: R512084 OFF RAMP,West,005,CD,12139,,,,2900,0.629999995,{B5FBFD50-0B04-4D81-A6F1-53EBB1918BA0},2022
-122.662251139812,45.6467767843329,5776,2022/12/31 08:00:00+00,005S100198,S1 RAMP (39TH ST TO SR 5 SB)  AFTER MILEPOST 0.18: SR 500 WB END INTERSECTION,South,005,S1,00198,,,,22000,0.219999999,{155831F3-A771-488E-8655-2F80BF54CB4E},2022
-122.487998146672,48.7828194902837,5777,2022/12/31 08:00:00+00,005S525609,"S5 RAMP (FD25621 TO SR 5 SB)  AFTER MILEPOST 0.00: FD25621 INTERSECTION; BEGIN ROUTE",East,005,S5,25609,,,,10000,0.0500000007,{F9CE0A0A-4C8F-4722-A88B-E99CE8E5AFF6},2022
-123.813964676438,46.9741250410614,5778,2022/12/31 08:00:00+00,101COABERDN,SOUTHEAST OF MILEPOST 91.51: S H ST INTERSECTION,Southeast,101,CO,ABERDN,,,,8400,4.03000021,{D2C47C1F-C0F0-4E34-B0EE-7720888AB87E},2022
-123.140605988601,47.4065064444034,5779,2022/12/31 08:00:00+00,101,NORTH OF MILEPOST 331.74: SR 119-LK CUSHMAN RD INTERSECTION,Bothways,101,,,,,,4400,330.76001,{59C93348-BA1B-43B1-9200-C9C79B84E2CE},2022
-119.8299773015,47.100956651888,5780,2022/12/31 08:00:00+00,090Q515200,"Q5 RAMP (SR 281 SPUR TO SR 90 EB)  AFTER MILEPOST 0.00: INCREASING MISCELLANEOUS FEATURE LX15173 BEHIND; BEGIN ROUTE",West,090,Q5,15200,7.01999998,12.9300003,3.67000008,1500,0.109999999,{8D21EB32-BDC0-44FE-91C0-DDB6E90B0D61},2022
-117.051152349489,47.6958094305152,5781,2022/12/31 08:00:00+00,090S129880,"S1 RAMP (SPOKAN BR RD TO SR 90 WB)  AFTER MILEPOST 0.00: LX29950-SPOKANE BR RD INTERSECTION; BEGIN ROUTE",Southwest,090,S1,29880,3.22000003,1.25,0.239999995,3300,0.140000001,{AF69DBFD-80D3-4EFA-8C31-1277E16B76A9},2022
-120.299529687875,47.4677221830588,5782,2022/12/31 08:00:00+00,028,"SOUTH OF MILEPOST 0.00B: EASTMONT AVE, SR 2 INTERSECTION; BEGIN ROUTE",Bothways,028,,,4.57000017,3.97000003,0.879999995,16000,0.00999999978,{62526F87-0347-4684-ADA8-185CFD958871},2022
-119.316512072321,47.1009448606641,5783,2022/12/31 08:00:00+00,171,"AT MILEPOST 0.00: SR 90 BRIDGE; BEGIN ROUTE",Bothways,171,,,3.3499999,1.30999994,0.180000007,9400,0,{414AE363-E7FF-4E56-8C63-90A9DA5692D3},2022
